271006765573885952	positive	RT @NeowinFeed: Skype for Windows 8 gets new update #microsoft #skype http://t.co/cHc2AToh #neowin
272163286391332864	negative	I work in technology and upon using Windows 8 I had to Google how to restart it. #microsoft fail?
273290941715075074	positive	Microsoft Targets Growing Mobile Workforce With 15% Hike In... http://t.co/S6wG8KqW #Enterprise #TC #Microsoft |http://t.co/kOm9MvSs
270900130595618816	positive	Microsoft to power data centre with sewage-sourced methane http://t.co/fZc2IEPI #environment #greendata #microsoft
274054308746645504	negative	.@CaptainTakeYoHo Re. #microsoft-xbox-360 30,371 negative opinions http://t.co/7UE6cKlI? vs. 28,163 positive http://t.co/XQMkXbac?
272580703273762816	positive	RT @rcatx: My new HTC 8x Windows Phone rocks! Glad I didn't cave in and buy just another Android or iPhone. Great job #Microsoft! #WP8
276008754460381184	positive	#Microsoft wants you to control your phone by touching yourself.  http://t.co/PzetBpnu #hitech #skynet #waycool
275512019220828161	negative	#microsoft seriously! Whenever I reluctantly give in and allow your stupid #winblows update to patch the OS it breaks everything and PC dies
271498189989896193	negative	#Microsoft mistakenly gifts #Windows 8 pirates with a free activation key | The Verge http://t.co/fM7RClnr
272225556202921984	negative	Linux Foundation vet explains setbacks in getting a Secure Boot key for Windows 8 PCs -> http://t.co/RsthRZEG #microsoft #windows #linux
274651318717644800	positive	RT @MobieChick: 12 facts to know from the #Microsoft Shareholders meeting #WindowsPhone sales have quadrupled! http://t.co/ELbb2YkD @evgone @windowsphone8
269639757049516032	negative	RT @hackerstorm: Gaping security hole in Microsoft's Skype patched today #Skype #Microsoft  http://t.co/wM4W3dee
270450610669776896	positive	Love the Microsoft holiday look book.The nike+ kinect training looks fun: https://t.co/V7Qgh8wj #microsoft #xmas
271485629030883328	negative	#Microsoft #Cloud CIO-Asia - OPINION: Microsoft's Cloud Services Mix Leaves Many ...: OPINION: Microsoft's ... http://t.co/KzI8psSG #TCN
271839754532818945	positive	RT @leandrajordan: @atldark31 Living the #tilelife. I'm loving my Windows 8 Phone! #windows8 #Microsoft #htc #windowsphones #tilelife http://t.co/ksS7wvLG
275064307748839424	positive	Wow. #Microsoft even broke the search and replace function. Way to go. #word2010 #wtf #WayToSlowDownAPowerUser #fail
275589987095941121	positive	RT @3mil: #Microsoft Goes After #Google With ‘Scroogled’ Ad [Video] - #PSFK http://t.co/GfQlMO1U
272176628237496320	negative	@makoskoff just showed me that when #microsoft gives you error msgs, #google gives you free solutions #problemsolvers #freesolutions
274618216742014976	negative	WHY HALO IS FAILING http://t.co/6mV4m7Pf via @Ke7Chum ~ #Halo4 #Halo #Xbox #MicroSoft #MLG
274913977337802752	negative	RT @tomshardware: #Microsoft Rumored to be Slowing #Surface Production - http://t.co/zQl38QzJ
270166984119963649	negative	Apple Cannot Sue Over Android as a Whole, #Reuters Disagrees http://t.co/SYktRdky #Microsoft and #Apple patent stacking vs #android
273639841068109825	positive	RT @ClintRodefer: #HEXAGON #ACRONYM #HEPTAGON #MICROSOFT #PHD #DRUID #TAG #PAGAN #BOT #AUTO #FOLLOW #TWITTER #ETRADE #APP #UPGRADE #SMARTPHONE #EGG #AVI #APC
275855284910555136	negative	#Microsoft Steeply Raising Enterprise Licensing Fees http://t.co/fsBqUOTT
271115827854573569	positive	#Oprah seems to love the new #Microsoft #Surface tablet - In fact, she bought 12 tablets to give out as gifts for the holiday season
275324381415215106	positive	Amazon Shopping and more big apps released for Windows 8 #microsoft #windows8 http://t.co/3mzAdpXn
270712084482904064	negative	RT @NeowinFeed Oprah's Tweet praising Surface written on an iPad #microsoft #surface http://t.co/KxRwoa76 #neowin " #WTF #LOL "
272055211068108801	positive	We're giving away tickets to a Nov. 30 @TorontoBOT event w/ Max Long, Pres of #Microsoft RIGHT NOW. Who wants to go? 1st come, 1st served.
276107539651907584	negative	Seems the #microSoft #surface is kind of the #Zune of tablets. App developers are avoiding it like the plague. http://t.co/V3kQailz
273863154906304512	positive	I know it's cool to hate on Microsoft and everything, but so far I like Windows 8 #microsoft  #windows #windows8 #itsoktolikeit
275219417296674816	positive	RT @NoShitShurlockk: Microsoft announces new game studio "Black Tusk" read all about it here http://t.co/KjRjQ8Us @BlackTusk #Microsoft
