305382656537948160	positive	So a ps4 is coming out #nice
305579899517812736	neutral	New PS4 Trailer Released By Sony Goes Viral! http://t.co/o04UziBMqi (GameFocus.ca)
305332128193867776	positive	omfg I can't wait for ps4
304725106578567168	negative	"dualshock 3 won't work on PS4" announced yoshida, surprising no one
305215582834401280	negative	So the PS4 wont play PS3 games huh....big ouch there for PS3 owners !
305435352443785218	positive	Ps4 coming out!!!
304701923251077120	negative	@newdarkcloud @Aldowyn @HULKGAMECRIT We'll see what the PSN looks like when the PS4 comes out. But I have a bad feeling about this
304964522853154816	negative	Is it the video am watching or there is no difference between ps3 and ps4 ???
305039176573796352	positive	THEY'RE DROPPING THE PS4 SOON!
304515726557978624	negative	Not graphics sell consoles, good games and concepts do. That's why I would prefer buying an SNES over a PS4, lots of good games.
305699011518660608	negative	-PS4 droppin during the Holidays, but fuck that. When that Xbox 720 droppin tho?
305719606524391424	negative	â€œ@PlayStation: That's a wrap! PS4 is coming Holiday 2013.â€?no one cares #Xbox
304379119771197440	positive	â€œ@DrewMula: The week of PS4 launch, people are gonna be missing from work.â€?< ps4+gta5+ share maaaaaad!
304994390483558400	positive	Speaking of PS4! Start stacking your chips now. I will be expecting one for Christmas. ðŸ’µðŸŽ®
305717201523068928	negative	@EthanQuinn4 annnnnnd, you can't play PS3 games on the PS4. #bs
305021480557764608	positive	Sony PS4: The Most Powerful Platform Ever? #VideoGames http://t.co/33ncNwotfS
305112609508696064	negative	"@PlayStation: That's a wrap! PS4 is coming Holiday 2013." I just got a PS3 ...you bastards...
304907122645278720	positive	@PlayStation The Arab Gaming Community is excited about #PS4 #PlayStation2013 localize and support the Arabic language .. @DvLZGaMEÂ 
305521457994272768	positive	I'm getting a ps4. #forreal
305400892763549696	negative	I don't really like the new PS4 controller
304577240535027712	negative	Fuck the #ps4 off someone dig the duckhunt gun and me nes out me mars loft and the arl master system with alex kid bulit in #happydays
305214287910162432	negative	PS4 Will Possibly Do WHAT With PS3 Games?!?! - http://t.co/528wgWNkwt #IFWTcatchup
305485465493049344	positive	I liked a @YouTube video http://t.co/anPZj3bvst PS4 Announcement - Abridged Version
304741836575105026	negative	#ps4 pretty sure my computer thinks it knows my preferences too... And when it tries to automatically do things... Its called spam
304524463486144512	positive	Well, the DualShock 4 Controller's simply awesome! Can't wait to have a look at the Console! Great Work @SonyElectronics #PS4 #PlayStation
304883669598875648	positive	Oh yeah man!! PS4 is released!!
304681014050041856	positive	Diablo 3 on #PS4 and #PS3 will feature all major PC updates, first screens - http://pulse.me/s/iLYk2 (from @joystiq) #gaming #sony #diablo3
305028760514723840	positive	This year Black Friday is going to be super active #PS4
305140015728570369	positive	@amentalfracture It does, we're pretty excited about the PS4. Think Microsoft will up their game?
304447843366744064	positive	I'll be one of the first to get the new ps4 when it comes out! YEa YEa!
305409787254951936	positive	Was telling my bf how he'll want the ps4 for Christmas & he says "already preordered it" lol
304723458426818561	negative	@kylehebert Man, I never got the PS3 and the PS4 is already coming out? Grrrr lol oh well, I'm still an Xbox baby
304772003473264640	positive	Guys I'm going to get the ps4 (:
305294733696184320	positive	Well I can say its been a good week. @PlayStation announced the #PS4, good grades from school and the long weekend for me. #rockin #Music
305513598908768258	positive	omg! I HAVE to get a PS4, the graphics are AMAZING <4
305139285454106624	positive	I saw the new controller for the PS4. Its looks fuckin awesome.
